episode,total_steps,ep_return,avg_return,return_std
316,111953,780.4920939971802,672.2613589403456,823.7982670522991
317,112109,279.48925273618227,671.0668905186606,824.3493984366775
318,112287,321.72364689258023,673.2528899882242,823.361556028145
319,112825,998.9971321688987,704.9821225590492,823.0758491125831
320,113014,343.7536450179772,700.5416641097783,824.7713758289599
321,113352,608.7489631632682,719.5452398200216,818.031288898751
322,113415,111.64641797673184,671.0584331564776,823.865860489309
323,113495,143.64214075602146,669.3636779836424,824.9135245359619
324,113920,788.6591018700492,694.3470828754413,820.5702613402401
325,114022,183.25856633922476,590.3099895504281,743.2239424578328
326,114109,151.68319235850907,417.8444211194339,281.1512942836304
327,114221,199.39326150789623,418.77790913082373,280.3924175205204
328,114984,1415.4204176136057,442.2314418919198,337.3693096179819
329,115265,506.2482340313855,448.0767697915704,337.4150623950396
330,115364,173.45804629651028,447.7797419543223,337.6539802901864
331,115451,153.8281165073019,446.051543572898,339.0626841601387
332,115658,378.77122458634807,454.1608353303118,335.39728598864116
333,115741,152.41945319774632,429.40569850959855,338.46932662741386
334,115823,149.3578542848848,405.2374415215985,340.3407469600625
335,115934,203.37897195638251,402.2184866629342,341.84679521539243
336,116495,1048.3381504123265,415.6107894836915,361.107826719513
337,116767,502.39893460806275,426.7562735772855,360.17328630923
338,116900,238.3617248969233,422.5881774775027,361.84313702335567
339,118900,3682.0187501639425,556.7392583772549,792.1590509866453
340,119091,348.24231428641457,556.9636918406768,792.0993099981482
341,119257,296.2802510868153,541.3402562368541,794.0031059494298
342,119419,292.0658008600983,550.3612253810225,790.0851867654997
343,119631,386.90893627559603,562.5245651570012,785.5898849670539
344,119866,439.15044828601316,545.0491324777994,784.2514225783636
345,120562,1297.1982872311917,600.7461185223976,796.0464411227548
346,120899,628.1348779987476,624.5687028044097,789.3522993739037
347,121241,637.2122648800485,646.4596529730172,783.3052559613003
348,121383,267.12281991448697,589.0447730880612,766.7466624331054
349,121555,308.26910712354135,579.1458167426692,769.0262936996894
350,121705,268.34154565513217,583.8899917106003,766.7983891461879
351,121853,267.4773922210672,589.5724554962886,764.0063252572786
352,122008,281.27048340887814,584.6974184374151,765.6451830964503
